Data,Novos casos,Leitos UTI ocupados,Leitos clínicos ocupados,Ativos,Suspeitos ativos,Novos curados,Novos testes,Novos óbitos
25/12/2020,31.571428571428573,9.571428571428571,16.428571428571427,59.142857142857146,419.42857142857144,26.857142857142858,103.28571428571429,0.0
26/12/2020,32.857142857142854,9.428571428571429,16.0,60.285714285714285,407.85714285714283,30.857142857142858,104.71428571428571,2.0
27/12/2020,29.142857142857142,9.428571428571429,15.142857142857142,63.714285714285715,407.42857142857144,25.571428571428573,83.0,0.0
28/12/2020,33.142857142857146,9.428571428571429,13.714285714285714,64.14285714285714,398.42857142857144,32.0,93.28571428571429,0.0
29/12/2020,35.0,9.571428571428571,13.285714285714286,65.71428571428571,394.57142857142856,33.0,96.71428571428571,0.0
30/12/2020,41.142857142857146,10.0,13.285714285714286,67.57142857142857,394.0,38.57142857142857,111.57142857142857,2.0
31/12/2020,28.571428571428573,10.428571428571429,14.0,66.14285714285714,397.2857142857143,29.428571428571427,75.42857142857143,0.0
01/01/2021,28.571428571428573,10.857142857142858,14.714285714285714,64.71428571428571,400.57142857142856,29.428571428571427,75.42857142857143,0.0
02/01/2021,27.285714285714285,11.428571428571429,15.714285714285714,66.28571428571429,404.2857142857143,25.428571428571427,74.0,0.0
03/01/2021,27.142857142857142,11.857142857142858,16.857142857142858,67.71428571428571,408.0,25.142857142857142,73.85714285714286,0.0
04/01/2021,22.714285714285715,12.285714285714286,17.714285714285715,65.85714285714286,443.14285714285717,24.0,51.142857142857146,2.0
05/01/2021,25.571428571428573,13.142857142857142,18.714285714285715,66.0,459.14285714285717,24.857142857142858,71.14285714285714,0.0
06/01/2021,35.857142857142854,13.428571428571429,18.571428571428573,66.0,472.85714285714283,35.0,103.71428571428571,3.0
07/01/2021,44.714285714285715,13.142857142857142,18.714285714285715,72.28571428571429,488.14285714285717,37.42857142857143,117.71428571428571,2.0
08/01/2021,56.857142857142854,12.714285714285714,19.571428571428573,86.0,497.57142857142856,41.57142857142857,145.28571428571428,4.0
09/01/2021,62.857142857142854,12.285714285714286,20.857142857142858,95.71428571428571,503.7142857142857,51.57142857142857,160.14285714285714,0.0
10/01/2021,64.71428571428571,12.142857142857142,22.0,101.85714285714286,509.85714285714283,57.0,162.0,0.0
11/01/2021,65.28571428571429,11.857142857142858,23.0,111.0,505.0,54.857142857142854,165.71428571428572,0.0
12/01/2021,75.71428571428571,11.142857142857142,22.714285714285715,122.57142857142857,502.2857142857143,62.57142857142857,166.0,2.0
13/01/2021,68.28571428571429,10.714285714285714,23.571428571428573,131.28571428571428,513.7142857142857,58.42857142857143,138.71428571428572,1.0
14/01/2021,61.714285714285715,11.0,24.571428571428573,136.14285714285714,527.7142857142857,55.714285714285715,140.28571428571428,1.0
15/01/2021,59.42857142857143,11.571428571428571,25.142857142857142,138.14285714285714,550.8571428571429,56.857142857142854,136.57142857142858,0.0
16/01/2021,60.714285714285715,12.142857142857142,26.285714285714285,131.0,561.2857142857143,67.28571428571429,143.14285714285714,0.0
17/01/2021,64.57142857142857,12.285714285714286,29.285714285714285,126.14285714285714,566.4285714285714,68.71428571428571,147.14285714285714,1.0
18/01/2021,74.42857142857143,12.714285714285714,31.142857142857142,124.71428571428571,548.4285714285714,75.0,161.71428571428572,0.0
19/01/2021,68.42857142857143,13.142857142857142,33.857142857142854,120.57142857142857,553.1428571428571,71.85714285714286,148.42857142857142,1.0
20/01/2021,75.14285714285714,13.571428571428571,36.0,119.85714285714286,541.5714285714286,75.28571428571429,154.71428571428572,0.0
21/01/2021,75.71428571428571,13.714285714285714,37.857142857142854,116.14285714285714,523.8571428571429,79.0,148.85714285714286,0.0
22/01/2021,75.42857142857143,14.0,39.57142857142857,110.28571428571429,506.2857142857143,80.85714285714286,144.0,0.0
23/01/2021,75.14285714285714,14.285714285714286,39.285714285714285,116.71428571428571,489.85714285714283,67.85714285714286,141.14285714285714,0.0
24/01/2021,70.42857142857143,14.714285714285714,37.857142857142854,123.0,478.42857142857144,63.42857142857143,136.28571428571428,3.0
25/01/2021,63.857142857142854,14.857142857142858,37.714285714285715,124.28571428571429,482.42857142857144,61.857142857142854,124.71428571428571,1.0
26/01/2021,67.71428571428571,15.0,37.857142857142854,125.14285714285714,468.0,66.28571428571429,131.57142857142858,0.0
27/01/2021,66.71428571428571,15.571428571428571,38.0,131.85714285714286,462.2857142857143,59.142857142857146,125.57142857142857,2.0
28/01/2021,69.85714285714286,15.857142857142858,37.285714285714285,142.85714285714286,454.2857142857143,58.0,133.14285714285714,0.0
29/01/2021,72.14285714285714,15.571428571428571,36.142857142857146,142.71428571428572,441.7142857142857,71.0,161.0,3.0
30/01/2021,80.42857142857143,15.142857142857142,35.285714285714285,146.28571428571428,381.14285714285717,75.85714285714286,169.0,1.0
31/01/2021,85.0,14.428571428571429,32.857142857142854,146.14285714285714,360.0,83.85714285714286,173.57142857142858,2.0
01/02/2021,88.71428571428571,14.0,32.714285714285715,149.28571428571428,340.14285714285717,84.42857142857143,181.57142857142858,0.0
02/02/2021,85.0,13.857142857142858,33.0,150.85714285714286,327.42857142857144,82.14285714285714,194.28571428571428,1.0
03/02/2021,75.71428571428571,13.571428571428571,34.714285714285715,145.57142857142858,310.14285714285717,79.85714285714286,208.0,1.0
04/02/2021,76.28571428571429,13.428571428571429,36.285714285714285,139.71428571428572,297.14285714285717,80.71428571428571,206.85714285714286,2.0
05/02/2021,80.57142857142857,13.571428571428571,37.714285714285715,146.0,284.14285714285717,73.14285714285714,180.28571428571428,0.0
