Data,Dia desde contágio 1,Casos confirmados,Óbitos,Casos ativos,Taxa morte contaminados,Curados,Casos negativos,Testes realizados,Novos Casos,Suspeitos,Óbitos suspeitos,Suspeitos ativos,Novos testes realizados,Leitos clínicos ocupados,Leitos UTI ocupados,Novas mortes,Semana
2020/12/14,260,4185,101,33.0,0.0241338112305854,4034.0,12974,17159,0,316,3,313,0,19.0,10.0,0,38
2020/12/15,261,4228,102,36.0,0.0241248817407758,4073.0,13076,17304,43,446,1,445,145,21.0,7.0,1,38
2020/12/16,262,4262,102,38.0,0.0239324260910371,4105.0,13173,17435,34,435,2,434,131,16.0,7.0,0,38
2020/12/17,263,4329,102,46.0,0.0235620235620236,4164.0,13210,17539,67,441,2,439,104,14.0,8.0,0,38
2020/12/18,264,4391,102,46.0,0.0232293327260305,4226.0,13249,17640,62,481,3,478,101,15.0,10.0,0,38
2020/12/19,265,4391,102,46.0,0.0232293327260305,4226.0,13249,17640,0,481,3,478,0,15.0,10.0,0,38
2020/12/20,266,4418,102,31.0,0.0230873698506111,4265.0,13375,17793,27,402,2,400,153,17.0,10.0,0,39
2020/12/21,267,4468,104,65.0,0.0232766338406446,4283.0,13493,17961,50,411,1,410,168,21.0,10.0,2,39
2020/12/22,268,4501,104,61.0,0.0231059764496778,4318.0,13572,18073,33,425,1,424,112,17.0,9.0,0,39
2020/12/23,269,4501,104,61.0,0.0231059764496778,4318.0,13572,18073,0,425,1,424,0,17.0,8.0,0,39
2020/12/24,270,4612,105,75.0,0.0227666955767563,4414.0,13751,18363,111,401,1,400,290,14.0,10.0,1,39
2020/12/25,271,4612,105,75.0,0.0227666955767563,4414.0,13751,18363,0,401,1,400,0,14.0,10.0,0,39
2020/12/26,272,4621,107,54.0,0.023155161220515,4442.0,13752,18373,9,398,1,397,10,12.0,9.0,2,39
2020/12/27,273,4622,107,55.0,0.0231501514495889,4444.0,13752,18374,1,398,1,397,1,11.0,10.0,0,40
2020/12/28,274,4700,107,68.0,0.0227659574468085,4507.0,13914,18614,78,350,3,347,240,11.0,10.0,0,40
2020/12/29,275,4746,107,72.0,0.0225453013063633,4549.0,14004,18750,46,399,2,397,136,14.0,10.0,0,40
2020/12/30,276,4789,109,74.0,0.0227604927959908,4588.0,14065,18854,43,423,3,420,104,17.0,11.0,2,40
2020/12/31,277,4812,109,65.0,0.0226517040731505,4620.0,14079,18891,23,426,3,423,37,19.0,13.0,0,40
2021/01/01,278,4812,109,65.0,0.0226517040731505,4620.0,14079,18891,0,426,3,423,0,19.0,13.0,0,40
2021/01/02,279,4812,109,65.0,0.0226517040731505,4620.0,14079,18891,0,426,3,423,0,19.0,13.0,0,40
2021/01/03,280,4812,109,65.0,0.0226517040731505,4620.0,14079,18891,0,426,3,423,0,19.0,13.0,0,41
2021/01/04,281,4859,111,55.0,0.022844206626878,4675.0,14113,18972,47,597,4,593,81,17.0,13.0,2,41
2021/01/05,282,4925,111,73.0,0.0225380710659898,4723.0,14323,19248,66,513,4,509,276,21.0,16.0,0,41
2021/01/06,283,5040,114,74.0,0.0226190476190476,4833.0,14540,19580,115,521,5,516,332,16.0,13.0,3,41
2021/01/07,284,5125,116,109.0,0.0226341463414634,4882.0,14590,19715,85,534,4,530,135,20.0,11.0,2,41
2021/01/08,285,5210,120,161.0,0.0230326295585413,4911.0,14698,19908,85,490,1,489,193,25.0,10.0,4,41
2021/01/09,286,5252,120,133.0,0.0228484386900228,4981.0,14760,20012,42,468,2,466,104,28.0,10.0,0,41
2021/01/10,287,5265,120,108.0,0.0227920227920228,5019.0,14760,20025,13,469,3,466,13,27.0,12.0,0,42
2021/01/11,288,5316,120,119.0,0.0225733634311512,5059.0,14816,20132,51,563,4,559,107,24.0,11.0,0,42
2021/01/12,289,5455,122,154.0,0.0223648029330889,5161.0,14955,20410,139,493,3,490,278,19.0,11.0,2,42
2021/01/13,290,5518,123,135.0,0.0222906850308083,5242.0,15033,20551,63,599,3,596,141,22.0,10.0,1,42
2021/01/14,291,5557,124,143.0,0.0223141983084398,5272.0,15140,20697,39,631,3,628,146,27.0,13.0,1,42
2021/01/15,292,5626,124,175.0,0.0220405261286882,5309.0,15238,20864,69,651,0,651,167,29.0,14.0,0,42
2021/01/16,293,5677,124,83.0,0.0218425224590453,5452.0,15337,21014,51,540,1,539,150,36.0,14.0,0,42
2021/01/17,294,5717,125,74.0,0.0218646143082036,5500.0,15338,21055,40,503,1,502,41,48.0,13.0,1,43
2021/01/18,295,5837,125,109.0,0.0214151105019702,5584.0,15427,21264,120,434,1,433,209,37.0,14.0,0,43
2021/01/19,296,5934,126,125.0,0.0212335692618807,5664.0,15515,21449,97,523,0,523,185,38.0,14.0,1,43
2021/01/20,297,6044,126,130.0,0.0208471211118465,5769.0,15590,21634,110,515,0,515,185,37.0,13.0,0,43
2021/01/21,298,6087,126,117.0,0.0206998521439133,5825.0,15652,21739,43,504,0,504,105,40.0,14.0,0,43
2021/01/22,299,6154,126,134.0,0.0204744881377966,5875.0,15718,21872,67,528,0,528,133,41.0,16.0,0,43
2021/01/23,300,6203,126,128.0,0.0203127518942447,5927.0,15799,22002,49,424,0,424,130,34.0,16.0,0,43
2021/01/24,301,6210,129,118.0,0.0207729468599034,5944.0,15799,22009,7,422,0,422,7,38.0,16.0,3,44
2021/01/25,302,6284,130,118.0,0.0206874602164227,6017.0,15853,22137,74,462,1,461,128,36.0,15.0,1,44
2021/01/26,303,6408,130,131.0,0.0202871410736579,6128.0,15962,22370,124,422,0,422,233,39.0,15.0,0,44
2021/01/27,304,6511,132,177.0,0.020273383504838,6183.0,16002,22513,103,476,1,475,143,38.0,17.0,2,44
2021/01/28,305,6576,132,194.0,0.0200729927007299,6231.0,16095,22671,65,448,0,448,158,35.0,16.0,0,44
2021/01/29,306,6659,135,133.0,0.0202733143114582,6372.0,16340,22999,83,440,0,440,328,33.0,14.0,3,44
2021/01/30,307,6766,136,153.0,0.0201005025125628,6458.0,16419,23185,107,313,0,0,186,28.0,13.0,1,44
2021/01/31,308,6805,138,117.0,0.0202792064658339,6531.0,16419,23224,39,274,0,274,39,21.0,11.0,2,45
2021/02/01,309,6905,138,140.0,0.0199855177407676,6608.0,16503,23408,100,322,0,322,184,35.0,12.0,0,45
2021/02/02,310,7003,139,142.0,0.0198486362987291,6703.0,16727,23730,98,333,0,333,322,41.0,14.0,1,45
2021/02/03,311,7041,140,140.0,0.0198835392699901,6742.0,16928,23969,38,354,0,354,239,50.0,15.0,1,45
2021/02/04,312,7110,142,153.0,0.019971870604782,6796.0,17009,24119,69,358,1,357,150,46.0,15.0,2,45
2021/02/05,313,7223,142,177.0,0.0196594212930915,6884.0,17038,24261,113,349,0,349,142,43.0,15.0,0,45
2021/02/06,314,7270,142,168.0,0.0195323246217332,6940.0,17075,24345,47,289,0,289,84,30.0,16.0,0,45
2021/02/07,315,7284,142,132.0,0.0194947830862164,6990.0,17075,24359,14,289,0,289,14,34.0,16.0,0,46
2021/02/08,316,7325,146,143.0,0.0199317406143345,7016.0,17184,24509,41,359,0,359,150,37.0,17.0,4,46
2021/02/09,317,7369,146,172.0,0.0198127289998643,7030.0,17272,24641,44,379,1,378,132,41.0,16.0,0,46
2021/02/10,318,7421,148,117.0,0.019943403853928,7135.0,17357,24778,52,413,1,412,137,37.0,17.0,2,46
2021/02/11,319,7452,149,109.0,0.0199946323134729,7173.0,17504,24956,31,445,1,444,178,38.0,17.0,1,46
2021/02/12,320,7527,151,86.0,0.020061113325362,7269.0,17665,25192,75,481,2,479,236,35.0,17.0,2,46
2021/02/13,321,7603,153,118.0,0.0201236354070762,7311.0,17738,25341,76,383,3,380,149,31.0,20.0,2,46
2021/02/14,322,7604,154,87.0,0.0202524986849027,7342.0,17738,25342,1,383,3,380,1,25.0,20.0,1,47
2021/02/15,323,7656,155,98.0,0.0202455590386625,7382.0,17807,25463,52,468,2,466,121,13.0,24.0,1,47
2021/02/16,324,7700,160,173.0,0.0207792207792208,7345.0,17931,25631,44,437,0,437,168,11.0,20.0,5,47
2021/02/17,325,7804,162,114.0,0.0207585853408508,7506.0,18127,25931,104,376,0,376,300,13.0,20.0,2,47
2021/02/18,326,7898,163,178.0,0.020638136237022,7535.0,18257,26155,94,310,0,310,224,23.0,25.0,1,47
2021/02/19,327,7931,164,157.0,0.0206783507754381,7588.0,18288,26219,33,355,0,355,64,24.0,25.0,1,47
2021/02/20,328,7957,166,158.0,0.0208621339700892,7611.0,18343,26300,26,307,0,307,81,22.0,26.0,2,47
2021/02/21,329,7963,167,139.0,0.0209719954790908,7635.0,18343,26306,6,309,0,309,6,26.0,18.0,1,48
2021/02/22,330,8023,169,163.0,0.0210644397357597,7669.0,18425,26448,60,279,2,277,142,27.0,25.0,2,48
2021/02/23,331,8110,169,335.0,0.0208384710234279,7775.0,18556,26666,87,332,3,329,218,29.0,24.0,0,48
2021/02/24,332,8222,172,135.0,0.0209194843103868,7892.0,18556,26778,112,419,3,416,112,35.0,25.0,3,48
2021/02/25,333,8222,172,135.0,0.0209194843103868,7892.0,18556,26778,0,419,3,416,0,35.0,25.0,0,48
2021/02/26,334,8222,172,135.0,0.0209194843103868,7892.0,18556,26778,0,419,3,416,0,35.0,25.0,0,48
2021/02/27,335,8222,172,135.0,0.0209194843103868,7892.0,18556,26778,0,419,3,416,0,35.0,25.0,0,48
2021/02/28,336,8222,172,135.0,0.0209194843103868,7892.0,18556,26778,0,419,3,416,0,35.0,25.0,0,49
2021/03/01,337,8447,177,83.0,0.0209541849177223,8163.0,18556,27003,225,502,1,501,225,32.0,31.0,5,49
2021/03/02,338,8502,179,97.0,0.0210538696777229,8202.0,18556,27058,55,456,1,455,55,39.0,27.0,2,49
2021/03/03,339,8607,179,110.0,0.0207970256767747,8294.0,18556,27163,105,459,0,459,105,45.0,30.0,0,49
2021/03/04,340,8793,182,102.0,0.0206982827248948,8485.0,18556,27349,186,448,1,447,186,41.0,31.0,3,49
2021/03/05,341,8924,183,122.0,0.0205064993276558,8595.0,18556,27480,131,471,1,470,131,41.0,33.0,1,49
2021/03/06,342,8997,184,129.0,0.0204512615316216,8660.0,18556,27553,73,412,1,411,73,41.0,34.0,1,49
2021/03/07,343,9026,186,104.0,0.0206071349434966,8711.0,18556,27582,29,411,1,410,29,40.0,28.0,2,50
2021/03/08,344,9106,188,112.0,0.0206457280913683,8780.0,18556,27662,80,519,0,519,80,40.0,27.0,2,50
2021/03/09,345,9221,189,122.0,0.0204966923327188,8884.0,18556,27777,115,454,0,454,115,48.0,27.0,1,50
2021/03/10,346,9353,190,160.0,0.0203143376456752,8977.0,18556,27909,132,491,0,491,132,46.0,30.0,1,50
2021/03/11,347,9455,192,214.0,0.0203067160232681,9023.0,18556,28011,102,511,1,510,102,47.0,33.0,2,50
2021/03/12,348,9559,200,207.0,0.0209226906580186,9126.0,18556,28115,104,468,1,467,104,40.0,35.0,8,50
2021/03/13,349,9606,201,208.0,0.0209244222361024,9171.0,18556,28162,47,356,1,355,47,38.0,38.0,1,50
2021/03/14,350,9610,205,236.0,0.0213319458896982,9143.0,18556,28166,4,357,2,355,4,39.0,33.0,4,51
2021/03/15,351,9703,207,157.0,0.021333608162424,9313.0,18556,28259,93,393,2,391,93,43.0,38.0,2,51
2021/03/16,352,9749,209,138.0,0.0214380962149964,9376.0,18556,28305,46,414,2,412,46,51.0,40.0,2,51
2021/03/17,353,9801,214,117.0,0.0218345066829915,9444.0,18556,28357,52,509,3,506,52,56.0,38.0,5,51
2021/03/18,354,9888,215,134.0,0.0217435275080906,9513.0,18556,28444,87,462,3,459,87,65.0,39.0,1,51
2021/03/19,355,9967,216,146.0,0.0216715160028093,9579.0,20352,30319,79,542,3,539,1875,62.0,42.0,1,51
2021/03/20,356,10039,216,142.0,0.0215160872596872,9655.0,20352,30391,72,427,3,424,72,66.0,40.0,0,51
2021/03/21,357,10047,221,145.0,0.0219966159052453,9663.0,20352,30399,8,430,3,427,8,60.0,40.0,5,52
2021/03/22,358,10122,225,118.0,0.0222288085358625,9753.0,20352,30474,75,363,1,362,75,65.0,39.0,4,52
2021/03/23,359,10178,229,140.0,0.0224995087443506,9782.0,20352,30530,56,575,2,573,56,64.0,39.0,4,52
2021/03/24,360,10303,232,166.0,0.022517713287392,9877.0,20352,30655,125,518,2,516,125,59.0,38.0,3,52
2021/03/25,361,10436,241,164.0,0.0230931391337677,10003.0,20352,30788,133,546,1,545,133,62.0,38.0,9,52
2021/03/26,362,10513,244,155.0,0.0232093598401979,10086.0,20352,30865,77,634,2,632,77,60.0,36.0,3,52
2021/03/27,363,10565,248,139.0,0.0234737340274491,10150.0,20352,30917,52,577,2,575,52,59.0,39.0,4,52
2021/03/28,364,10575,250,144.0,0.0236406619385343,10159.0,20352,30927,10,574,1,573,10,61.0,39.0,2,53
2021/03/29,365,10648,253,131.0,0.0237603305785124,10236.0,20352,31000,73,534,1,533,73,58.0,45.0,3,53
2021/03/30,366,10703,260,167.0,0.0242922545080818,10303.0,20352,31055,55,664,1,663,55,58.0,40.0,7,53
2021/03/31,367,10808,261,141.0,0.0241487786824574,10378.0,20352,31160,105,620,0,620,105,53.0,44.0,1,53
2021/04/01,368,10845,265,167.0,0.0244352236053481,10383.0,20352,31197,37,618,0,618,37,59.0,43.0,4,53
2021/04/02,369,10873,268,168.0,0.0246482111652718,10407.0,20352,31225,28,619,0,619,28,42.0,44.0,3,53
2021/04/03,370,10927,269,113.0,0.0246179189164455,10514.0,20352,31279,54,535,0,535,54,47.0,45.0,1,53
2021/04/04,371,10927,269,113.0,0.0246179189164455,10514.0,20352,31279,0,535,0,535,0,47.0,45.0,0,54
